Video ID,Title,Description,Category
vPVR3MJZU64,हाइड्रोलिक फुटवियर बनानें की मशीन  | Low investment  Manufacturing Business Idea | Laghu Udhyog 2019,"S.I. Enterprises, plot no. 8,9 , Anand Industrial Area , Mohan Nagar , Ghaziabad UP ( Near ITS College Mohan nagar ghaziabad) Contact details- 9773631552.",manufacturing
NjgJaD4WHHc,How To Travel With Your American Girl Doll ~ Three Night Hotel Vacation Stay,"Social Media Instagram: @agoverseasfan Snapchat: therealagosf Facebook: agoverseasfan Hi friends, you can send me mail here :) Address: PO BOX ...",travel
vzSHcyXfNPw,Iceland Vacation Travel Guide | Expedia,"With a population of only 300000, Iceland can feel like the most isolated place on earth, yet its capital Reykjavik, is only a three-hour flight from London and just ...",travel
TmyCbKS14ow,In Search Of History - The Hidden Glory of Petra (History Channel Documentary),Narrated by David Ackroyd The story of the capital city of the Nabataean Kingdom in modern-day Jordan ______.,history
rSHB3vCtu1E,Americans Traveling to Cuba in 2019 | Cancun to Havana,"Cuba has been on our bucket list for a long time, and today we finally traveled to Havana from Mexico. We had a lot of questions about “how” we could travel to ...",travel
GWCxE-HkVGw,"Art and Music from the Romantic Era - Rachmaninoff, Chopin, Brahms - Romanticism",Turn on subtitles for information about the paintings! A journey through the Romantic Era in three brilliant musical performances and some of the most amazing ...,art
QZ6mupqOT6o,North Korea  - summary of 70 years of history,Let's look at a map and retrace the history of North Korea since its creation in 1948. This video covers the major events relating to the country until the historic ...,history
_OkRmX3XuWU,Travel Tips That Will Save You Money,"The one thing that's always true about traveling is that it costs money. Whether you love it (like I do!) or hate it, it seems like there's always one reason or another ...",travel
1Zf6WSaCeIY,Iran inaugurates first ICT science and Technology park in Alborz province,Iran's Minister of Information and communications technology has inaugurated a project aimed at building one of the country's most advanced science and ...,technology
7kbOStEXecU,Science and technology (विज्ञान और प्रौद्योगिकी) के 50 महत्वपूर्ण प्रश्न,इस Video का PDF इस Link से जल्दी से Download करे- https://t.me/studyinhindi or Telegram par Search करे @studyinhindi वहा से download कर...,technology
k17QjIxmT1U,Oddly Satisfying Manufacturing Processes Never Seen Before,NEW MERCH AVAILABLE HERE: https://teespring.com/stores/quantum-tech-hd ○ INSTAGRAM ;) https://www.instagram.com/quantumtechhd/ ...,manufacturing
v3NzMaVNrw4,कम लागत में सुरु करें यह 15 उद्योग || Top Manufacturing Business 2018,"Video Created At : SK Engg. 102, garden city, pawan vihar colony, University road, Bareilly 04030160501 or 08081308899 Connect with me ...",manufacturing
mMz5d3qZKhI,हज़ारों कमाएं रोजाना | manufacturing business ideas | small scale manufacturing business,Manufacturing business ideas:- बगैर कुछ पैसे लगाए लाखों कमाए इस वीडियो को जरूर देखें :- https://youtu.be/WHy...,manufacturing
_kOQCe6iJac,The Best Tanzanian Food I Have Ever Eaten at Grace Shop,"For incredible home cooked Tanzanian food in Dar Es Salaam, you should go to Grace Shop. Details here ...",food
DJUzVC2RE9c,#SCIENCE &amp; TECHNOLOGY #CURRENTAFFAIRS2018 (AUGUST - OCTOBER) #विज्ञान प्रौद्योगिकी #2018,For previous part of this video click - https://www.youtube.com/watch?v=ep82CmKsQ5Y please note - Shakti is the name of India's first microprocessor (not ...,technology
DN5rJ_lKZJw,Street Food in Bangladesh -The ULTIMATE Old Dhaka Street Food Tour - Bengali Street Food HEAVEN!,Street Food in Bangladesh is AMAZING! We found some of the BEST Bangladeshi Street food in Old Dhaka! Join us as we take you for the ULTIMATE Bengali ...,food
2m8n2ufXtW0,"Fast Extreme Automatic Bullet Production Factory, Amazing Modern Ammunition Manufacturing Process","Fast Extreme Automatic Bullet Production Factory, Amazing Modern Ammunition Manufacturing Process.",manufacturing
k4CxuUxUL3M,Turkey Food 🤩 Delicious Turkey Cuisine 😍 Best Street Food Video | Part 4,TurkeyFood #food #streetfood Turkey Food 🤩 Delicious Turkey Cuisine Best Street Food Video | Part 4 https://youtu.be/k4CxuUxUL3M.,food
bDoZTIbxZkI,"2018/19 ASEAN Science and Technology Fellowship: Advanced Capacity Building Workshop, 14 - 16 Oct&#39;18","Watch the excitement of our 37 ASEAN Scientists from the 2018/19 ASEAN Science and Technology Fellowship and three previous fellowship cycles in Cebu, ...",technology
MtnQCfmH6To,WHERE to TRAVEL in 2019: 15 PLACES TO GO!!,Travel Advice & Adventure: SUBSCRIBE & CLICK the ☞ http://bit.ly/hey-nadine TOP TRAVEL VLOGGERS give you their picks on where you should travel to in ...,travel
pNvAitcupOY,The Hindu Lit for Life 2019 | Inspirations: Art and music,Aruna Sairam and VV Ramani in conversation with Sushila Ravindranath.,art
GWCxE-HkVGw,"Art and Music from the Romantic Era - Rachmaninoff, Chopin, Brahms - Romanticism",Turn on subtitles for information about the paintings! A journey through the Romantic Era in three brilliant musical performances and some of the most amazing ...,art
v3NzMaVNrw4,कम लागत में सुरु करें यह 15 उद्योग || Top Manufacturing Business 2018,"Video Created At : SK Engg. 102, garden city, pawan vihar colony, University road, Bareilly 04030160501 or 08081308899 Connect with me ...",manufacturing
VgRjxOYMHBI,plastic bags manufacturing,This is how plastic bags are manufactured.,manufacturing
JwtNvBNhXnc,Kaohsiung Vacation Travel Guide | Expedia,"Come discover Kaohsiung, Taiwan's busiest harbor. Located in southwestern Taiwan, this city boasts scenic seaside spots, magnificent mountain views, and a ...",travel
iFMn4wTfJWE,Victorian Art and Music,British Literature presentation aid.,art
_jw9CoOLOrI,जम्मू कश्मीर का पूरा इतिहास शुरू से लेकर आज तक | History of Jammu Kashmir State in Hindi,"In this video, we will talk about Jammu and Kashmir, what is the ancient history of Kashmir, when whom were the rulers ruled over this kingdom? the ancient ...",history
VQcML6IqpmY,Обычная Еда против Мармелада! МАМА ПЛАЧЕТ ! Real Food vs Gummy Food - Candy Challenge,Обычная Еда против Мармелада! Челлендж !! Real Food vs Gummy Food - Candy Challenge Продолжение нового челленджа Еда против...,food
HVXPurvaK5c,SARA Footwear Manufacturing Process,Video Production by www.studio6.biz.,manufacturing
1fVwoquZuU4,Dubai Food - RARE Camel Platter - WHOLE Camel w/ Rice + Eggs - Traditional Emirati Cuisine in UAE!,"Dubai Food is incredibly delicious! We visited Dubai in the UAE to try some traditional Emirati Cuisine, and joined up with our friend Peyman to eat a whole ...",food
SGyOVZTcdAI,REVIEW VILLA 8 HEKTAR DI UNGASAN BALI | HORE #18,Review Hotel | Review Villa | Bali Villa | Bali Vlog | Ungasan | Giveaway | Staycation | Travelling | Hillstone Villas Resort Bali | nyepi 2019 | #Giveaway ...,travel
vmjmCP99ERA,रोज 5000/- की कमाई | लघु उद्योग | Best Manufacturing Business Idea | Small Business Idea |,Top Trending Business in India ! कृपया ध्यान दें :- प्रिये मित्रो काफी भारी मात्रा में कॉल आने...,manufacturing
DqU64X6nngo,Indian Music Part 1 - Art and Culture for UPSC,Download Notes here: http://sh.st/PNBsp ------------------------------------------------------------- Indian Art and Culture Study Material for IAS APPSC TSPSC || 100% ...,art
FrwMrPIHOIw,Fast Food in the USSR: The History,"SUPPORT ME ON PATREON: https://www.patreon.com/nfkrz In this EPIC video essay I'll tell you about how fast food brands like McDonalds, Pizza Hut, Burger ...",history
_ELwJd4FEw0,Swetha &amp; Amma Special Patrode - പത്രോടെ അഥവാ ചേമ്പില അപ്പം (Konkani Special Cuisine),ചേമ്പില കൊണ്ട് വളരെ എളുപ്പത്തിൽ ഉണ്ടാക്കാവുന്ന ഒരു രുചിയേറിയ വിഭവമാണ്...,travel
hIaEVdviw20,Uganda could issue travel advisory on Rwanda,"President Museveni recently considered issuing a travel advisory to Ugandans traveling to Rwanda. According to Speaker of Parliament Rebecca Kadaga, who ...",travel
-Cz9haITYR4,"Street Food Tour Lucknow - Idris Biryani,Dastarkhwan,Raheem Nihari,Tunday Kabab, Shree Lassi",Like This Video!! Do Subscribe Us: https://goo.gl/SKv5yy * Disclaimer: This video is not Sponsored by anyone. Lucknow is truly amazing in all aspects but for a ...,food
j2rodmJcn7g,"CARTA: Evolutionary Origins of Art and Aesthetics: Art, Music, Emotion, Love and Human Evolution","In this edition of CARTAs Evolutionary Origins of Art and Aesthetics Series, three world-renowned researchers Antonio Damasio, Helen Fisher and Isabelle ...",art
bKUszME1vdU,SNIFF IT &amp; GUESS IT FOOD CHALLENGE | Eating Challenge | Food Eating Competition | Food Challenge,"Download Nostra Pro App (A safe, secret app to make money from sports) Link: https://nstra.pro/gjjAV8ackU Available for Android, IOS and Desktop Users.",food
PTNc_dXjf5c,SCIENCE AND TECHNOLOGY STD 10 MCQ I TWIST MCQ I વિણેલા વિકલ્પો-2 l mcq from textbook l paras sankul,,technology
leUUW-RxePg,"Mumbaikars Love Samosa || A1 Samosa, Gurukripa and More|| Indian Street Food Series||",Veggipaaji will show you famous samosas in Mumbai. Mumbaikars Love Samosa. A1 Samosa and Gurukripa Samosas in Sion are where locals samosas from.,food
MR8E8bWKPyE,Stephanie Bosch | Raag Chandrakauns | Flute | Hindustani Classical Music | Art And Artistes,Stephanie Bosch Flute in Raag Chandrakauns. Enjoy Classical Music presented by Art And Artistes. SUBSCRIBE for more such exclusive videos ...,art
O869L0-CD9A,ARISAANU SUTRA  STANDARD 10 SCIENCE AND TECHNOLOGY,ધોરણ 10 વિજ્ઞાન અને ટેકનોલોજી MCQs માટે નીચે ક્લિક કરો https://bhattalpesh.blogspot.com/p/blog-page_21.html ...,technology
F-inoqVMZFU,Travel: Expectation V/s Reality | MostlySane,"Click here to Subscribe me :- http://bit.ly/PrajaktaKoli Hey Lovers, this week you and me are going to be talking about what we expect while travelling versus the ...",travel
K69WTOXQZa4,Cotton to Yarn Process || Yarn Manufacturing Process || How Make Yarn from Cotton || Yarn Textile,Cotton to Yarn Process (Yarn Manufacturing Process) or Yarn Textile is the first steps of textile product processing. The process of making yarns from the textile ...,manufacturing
jfmpDTRFun0,India - summary of history since 1900,Let's retrace on an animated map a summary of the history of the Indian subcontinent from 1900 to the present day. To support the channel: ...,history
tY88O5OS1uw,Barbie &amp; Ken Airplane Travel Routine - Holiday Hotel Vacation - Titi Dolls,Barbie & Ken go on holiday vacation! Barbie travels in her pink airplane glamour jet playset with Ken. They watch Tv and order food from the Barbie flight ...,travel
dbo_wbfRZm0,25 Modern Science And Technologies You&#39;d Swear Are Science Fiction,"It's an undeniable fact that the newest technologies such as mobile tech, genetic engineering, and the emerging field of nanotech differ from the technologies ...",technology
xMQUGSrnbP8,Petroleum - summary of the modern history of oil,Let's retrace on an animated map a summary of the modern history of petroleum until the present day. Support the channel: ...,history
hqGOGR3TnLw,Jute Product Manufacturing | INDUSTRY BUZZ | Entrepreneur India TV,Jute is a vegetable fibre. India is the largest producer of jute in the world. Jute is less expensive than Cotton. Jute is used to make various products like ...,manufacturing
JkGx1vojCDM,"MOST POPULAR FOOD FOR ASMR (KFC, ONION RINGS, MOZZARELLA CORN DOG, CHICKEN NUGGETS) NO TALKING","ASMR MOST POPULAR FOODS FOR ASMR (KFC, ONION RINGS, MOZZARELLA CORN DOG, CHICKEN NUGGETS) 먹방 Check out my Instagram: ...",food
JwtNvBNhXnc,Kaohsiung Vacation Travel Guide | Expedia,"Come discover Kaohsiung, Taiwan's busiest harbor. Located in southwestern Taiwan, this city boasts scenic seaside spots, magnificent mountain views, and a ...",travel
sBO5CchnVys,Science and Technology | विज्ञानं एवं प्रोधोगिकी | Foundation Course by NCERT Books at TrentEd,In this session in brief discussion on Science and Technology - (विज्ञानं एवं प्रोधोगिकी पर चर्चा) and learn more about their field of...,technology
8Px7yR06Ym4,"Breakfast Kolkata Food Tour|| Club kachori, Dodh Cola, Radhabhallavi|| Indian Street Food Series||","Breakfast Kolkata Food Tour|| Club kachori, Dodh Cola, Radhabhallavi|| Indian Street Food Series|| Veggiepaaji For Breakfast Kolkata Food Tour, Veggiepaaji ...",food
